Svid,time,A,P,X,Y,Z,x,y,z,lat_bot,long_bot,lat_top,long_top,x_bot_ECEF,y_bot_ECEF,z_bot_ECEF,x_top_ECEF,y_top_ECEF,z_top_ECEF
24,255152.4465238,-7.34248310421328e+21,24026772.7317207,14784156.2152455,-20709509.4854054,6705361.91103704,-2859749.70227522,-3987894.42246063,3440223.56579498,0.612150985244191,-2.1444999357142,0.572007663948657,-1.72635118302118,-2684394.48634718,-4154083.38502568,3472674.37585038,-914500.144361633,-5831460.9468374,3800206.72101582
32,255152.4465238,-7.36030449048964e+21,22428365.971123,-16690429.3233081,-20247037.0067754,-4528642.66110724,-2859749.70227522,-3987894.42246063,3440223.56579498,0.599455157143814,-2.19427715916711,0.425798722636028,-2.21198696040624,-2913146.69376848,-4050667.1366042,3409457.65307137,-3812841.26406098,-5108334.77850906,2891077.7995732
8,255153.4465238,-7.31434308524906e+21,23526306.6848454,-13392379.0029452,6941268.66671861,21880647.7740067,-2838075.37770609,-3951742.78427149,3381048.87638942,0.623567824409556,-2.2115665686392,0.805158872083711,-2.46945656437225,-2899614.46764195,-3888228.78702853,3488914.68362424,-3764519.58801169,-2995567.20415748,5004921.64907414
24,255153.4465238,-7.34529898337094e+21,24026492.2952646,14784133.7957368,-20708543.0277191,6708344.27791349,-2838075.37770609,-3951742.78427149,3381048.87638942,0.608140065231217,-2.14524554786515,0.568689482038687,-1.72543621934898,-2664593.65601535,-4116704.99347293,3413804.4139698,-902869.212142973,-5791912.92565756,3746440.21366755
32,255153.4465238,-7.35374036331034e+21,22427748.9853751,-16690510.1997172,-20247677.3371361,-4525554.82044424,-2838075.37770609,-3951742.78427149,3381048.87638942,0.595395869633817,-2.19496892292454,0.422221082603396,-2.21248872969163,-2890958.97485175,-4013954.78159028,3350864.31677472,-3784820.64399124,-5065489.14697608,2840671.69948506
24,255154.4465238,-7.36124311687552e+21,24026221.1893043,14784111.2723889,-20707576.2238442,6711326.4980003,-2860107.59472936,-3984501.94176745,3439470.35605499,0.612309653261084,-2.14489408597028,0.572231583003562,-1.7264044476325,-2684614.18202712,-4150833.44098184,3472012.98118025,-914377.720895849,-5828651.88447829,3800276.82111945
32,255154.4465238,-7.34248623297423e+21,22427127.2569813,-16690590.9058541,-20248317.335869,-4522466.88422988,-2860107.59472936,-3984501.94176745,3439470.35605499,0.599596746573114,-2.19472986961168,0.425940523234285,-2.21231437827819,-2913483.44867042,-4047268.73129111,3408742.9266756,-3812916.68717333,-5104948.04887242,2890956.90028085
24,255155.4465238,-7.32841309473117e+21,24025914.8747831,14784088.645252,-20706609.0737815,6714308.57123191,-2860138.19595897,-3984563.63751202,3439483.7968483,0.612309748752485,-2.14490273188774,0.572280596705958,-1.72643402474353,-2684677.97356832,-4150853.37281635,3472049.77371852,-914528.269735794,-5828485.61155801,3800595.20428048
32,255155.4465238,-7.34904723139257e+21,22426519.6324686,-16690671.4416693,-20248957.0029894,-4519378.85252937,-2860138.19595897,-3984563.63751202,3439483.7968483,0.599595705588138,-2.19472716423126,0.425981836114778,-2.21230746460879,-2913505.12401073,-4047321.93432679,3408773.48056206,-3812842.1995344,-5104921.9346024,2891244.60930137
8,255156.4465238,-7.34905036014187e+21,23524812.8567292,-13396905.0497456,6934292.98929033,21880164.2654647,-2860719.41350938,-3989514.66812186,3441656.0779853,0.627455452086612,-2.2106769562028,0.806840966994284,-2.46680343910834,-2922189.34952979,-3925783.27794105,3549229.53556544,-3786595.38602247,-3029576.09191,5061955.13963618
24,255156.4465238,-7.33591897703399e+21,24025635.4499728,14784065.9143767,-20705641.5775308,6717290.49754301,-2860719.41350938,-3989514.66812186,3441656.0779853,0.612184376642167,-2.1445132835009,0.572239213184249,-1.72651722388674,-2685435.73648174,-4155573.03244274,3474196.30077571,-915615.531283055,-5832246.25952823,3802751.38789346
32,255156.4465238,-7.35843036647882e+21,22425913.291021,-16690751.807114,-20249596.3385126,-4516290.72540808,-2860719.41350938,-3989514.66812186,3441656.0779853,0.599486405361164,-2.19424389273362,0.42601663274725,-2.21194089015977,-2914088.76124379,-4052261.44471353,3410946.7912595,-3813488.71777468,-5109693.29529261,2893422.55087111
8,255157.4465238,-7.3978245157908e+21,23524342.7562901,-13398413.9839357,6931967.98281632,21880002.1667739,-2837400.0802003,-3951629.83772959,3380022.93127327,0.623458010911966,-2.21145463188296,0.804960587884148,-2.46921807838694,-2898930.60039283,-3888219.88092348,3487807.40691996,-3764058.5962446,-2996666.73498782,5003272.69322615
24,255157.4465238,-7.34717310738175e+21,24025361.5863666,14784043.0798131,-20704673.7350925,6720272.27686818,-2837400.0802003,-3951629.83772959,3380022.93127327,0.608063008773717,-2.14520885337882,0.568816788095284,-1.72551415777421,-2664146.52542457,-4116345.31433245,3412864.17291884,-903124.182306855,-5790583.02293484,3746676.43084587
27,255157.4465238,-7.38844450946551e+21,21451507.0689983,-18101712.1880269,-5030265.39976985,18762590.6546265,-2837400.0802003,-3951629.83772959,3380022.93127327,0.61071372593473,-2.2006585758577,0.661902152053137,-2.31666536546821,-2882690.67664673,-3954830.2471295,3425664.40284087,-3707774.04742749,-4013133.84175503,4257139.85609368
32,255157.4465238,-7.34436035698505e+21,22425291.0580833,-16690832.002139,-20250235.3424541,-4513202.50293151,-2837400.0802003,-3951629.83772959,3380022.93127327,0.595315636179637,-2.19486975653535,0.422317830950266,-2.21239660387157,-2890241.79841404,-4013798.2826471,3349915.47511786,-3783652.07969105,-5064898.24188097,2840879.96715913
8,255158.4465238,-7.33404172427387e+21,23523790.4236102,-13399923.0440219,6929643.08610282,21879839.6035024,-2836355.69025097,-3949723.09703029,3377886.49400504,0.623368896786598,-2.21150756894881,0.804888369172006,-2.46928358461865,-2897870.76650636,-3886369.02184406,3485629.36327334,-3762975.58801553,-2995401.81116663,5000849.39324258
10,255158.4465238,-7.34811173376764e+21,20751753.4385479,-15561912.4027996,-11910932.4262433,18128155.9346042,-2836355.69025097,-3949723.09703029,3377886.49400504,0.60890144338082,-2.19650729823448,0.636819514198712,-2.24477055590065,-2868438.78016629,-3969794.53284354,3415074.19678517,-3472892.83166755,-4347945.7872517,4115700.52893719
24,255158.4465238,-7.33873172744235e+21,24025072.5842561,14784020.1416119,-20703705.5464668,6723253.90914168,-2836355.69025097,-3949723.09703029,3377886.49400504,0.607982258067779,-2.14526733623233,0.568790474242199,-1.7254838635747,-2663203.77007418,-4114361.14217814,3410760.75259948,-902603.028037899,-5788393.19541058,3745024.69848098
27,255158.4465238,-7.33779622980576e+21,21451307.4883354,-18102900.4473035,-5032349.24721079,18760930.9279159,-2836355.69025097,-3949723.09703029,3377886.49400504,0.610625765811438,-2.20071367445782,0.661817651000159,-2.31672822422564,-2881642.46943693,-3952934.60639173,3423518.85860179,-3706678.34054066,-4011441.97810603,4254850.61485239
32,255158.4465238,-7.34998898652775e+21,22424683.0499105,-16690912.0266949,-20250874.0148292,-4510114.18516475,-2836355.69025097,-3949723.09703029,3377886.49400504,0.595229968050988,-2.1949225599091,0.422260119222385,-2.21243248950713,-2889174.11829775,-4011868.80173009,3347814.66880991,-3782322.1838756,-5062739.0754051,2839306.68221021
8,255159.4465238,-7.35374036331034e+21,23523299.8583751,-13401432.2299648,6927318.29920558,21879676.5756545,-2837475.03985778,-3951667.42792868,3379974.55755396,0.623433259679146,-2.21145346279586,0.804862310220791,-2.46912382503195,-2898993.79075446,-3888314.12187941,3487706.77755768,-3764171.26221472,-2997336.13000827,5002813.77077584
24,255159.4465238,-7.35280173692446e+21,24024800.6981938,14783997.0998235,-20702737.011654,6726235.3942984,-2837475.03985778,-3951667.42792868,3379974.55755396,0.608059040698983,-2.14523604838637,0.56891205596636,-1.72557374852647,-2664280.58911733,-4116307.03765431,3412863.62624585,-903416.92330466,-5790193.84799973,3747245.96825725
27,255159.4465238,-7.35092761291364e+21,21451146.1470918,-18104088.7213351,-5034432.84098377,18759270.8017118,-2837475.03985778,-3951667.42792868,3379974.55755396,0.610696871679032,-2.20066526318458,0.661841311635324,-2.31664941573563,-2882767.23711749,-3954879.72016959,3425601.05559335,-3707902.6039579,-4013401.41037174,4256826.72966454
32,255159.4465238,-7.34529585462164e+21,22424067.836004,-16690991.880733,-20251512.3556533,-4507025.77217329,-2837475.03985778,-3951667.42792868,3379974.55755396,0.595309010420051,-2.19487664402099,0.422395927199007,-2.21239183287128,-2890298.54462569,-4013818.78964756,3349901.39964704,-3783509.08981407,-5064757.22943937,2841384.18013272
8,255160.4465238,-7.36218174326141e+21,23522798.2794856,-13402941.541725,6924993.62218026,21879513.0832349,-2860909.18286845,-3989786.59740617,3441757.23516257,0.627415882870919,-2.21065793694007,0.806652512720414,-2.46659833934927,-2922357.7092651,-3926165.3583883,3549229.19961481,-3786878.46765434,-3031076.65519708,5061254.78691817
24,255160.4465238,-7.35936586410375e+21,24024521.4079417,14783973.9544978,-20701768.1306545,6729216.73227262,-2860909.18286845,-3989786.59740617,3441757.23516257,0.612185659963127,-2.14455423241018,0.57243648428465,-1.726639109544,-2685749.5667307,-4155685.35952752,3474391.63342406,-916247.457491361,-5831632.22426067,3804071.7151162
32,255160.4465238,-7.34248623297423e+21,22423450.8009813,-16691071.5642038,-20252150.3649418,-4503937.26402246,-2860909.18286845,-3989786.59740617,3441757.23516257,0.599483056238407,-2.19424109694543,0.426183333015856,-2.21191900623159,-2914242.92283127,-4052499.72082755,3411115.97495471,-3813258.27600759,-5109617.80106669,2894614.34977811
8,255161.4465238,-7.42596453476668e+21,23522340.2821654,-13404450.9792631,6922669.05508255,21879349.126248,-2860338.13841543,-3989949.74099432,3441405.57132655,0.627386464761895,-2.21054354642048,0.806621662218808,-2.46647983844972,-2921794.16956093,-3926345.88444106,3548870.54732535,-3786450.69835137,-3031470.49467137,5060850.59845601
24,255161.4465238,-7.34154447783905e+21,24024226.5965394,14783950.7056858,-20700798.9034684,6732197.92299899,-2860338.13841543,-3989949.74099432,3441405.57132655,0.612159422096189,-2.14447317083312,0.572457939573786,-1.72663700591618,-2685299.65568284,-4155728.12449378,3474051.56263367,-916176.276598531,-5831259.18153424,3804006.35630629
27,255161.4465238,-7.27026206150624e+21,21450759.031191,-18106465.3134455,-5038599.26738609,18755949.3509701,-2860338.13841543,-3989949.74099432,3441405.57132655,0.614804500900035,-2.19986242149194,0.664834763119988,-2.31537467484833,-2905698.19938179,-3993069.66816687,3486969.18440295,-3732073.25196288,-4049908.87707301,4317052.57383483
32,255161.4465238,-7.35936586410375e+21,22422851.2909417,-16691151.0770587,-20252788.0427099,-4500848.66077777,-2860338.13841543,-3989949.74099432,3441405.57132655,0.599457986098003,-2.19412902205458,0.426202177005575,-2.21183220879928,-2913662.36357879,-4052650.55657495,3410784.4823959,-3812584.39539416,-5109640.02741201,2894584.36146377
8,255162.4465238,-7.32841622348047e+21,23521763.4570437,-13405960.5425398,6920344.59796823,21879184.7046985,-2859560.30718636,-3988509.38946117,3440003.74591942,0.627346989187512,-2.21058276765892,0.806572764414488,-2.46651146363128,-2921000.39162654,-3924957.76092668,3547424.74359003,-3785627.8123829,-3030615.22925026,5059127.42104058
10,255162.4465238,-7.293708948576e+21,20751458.5051599,-15552844.9832843,-11911817.8738048,18135293.2177969,-2859560.30718636,-3988509.38946117,3440003.74591942,0.61306913312985,-2.19572318141259,0.640121625034513,-2.24380749824232,-2891656.4821063,-4008544.22690061,3477162.17995948,-3496401.96781506,-4386033.99098094,4177289.07351572
24,255162.4465238,-7.37156174957504e+21,24023964.6857773,14783927.3534376,-20699829.330096,6735178.96641216,-2859560.30718636,-3988509.38946117,3440003.74591942,0.612129765915126,-2.14452044647193,0.572474254340618,-1.72662026727518,-2684604.58156012,-4154221.58665397,3472679.245393,-915810.027073053,-5829564.4824497,3803027.08240802
27,255162.4465238,-7.35280173692446e+21,21450642.9951938,-18107653.631415,-5040682.09994538,18754288.0265061,-2859560.30718636,-3988509.38946117,3440003.74591942,0.614767954654832,-2.19990502738941,0.664788283306637,-2.31541978447516,-2904917.39173352,-3991639.18973015,3485557.72254613,-3731259.90933506,-4048659.7645683,4315487.337915
32,255162.4465238,-7.34811173376764e+21,22422230.6885479,-16691230.419248,-20253425.3889733,-4497759.96250443,-2859560.30718636,-3988509.38946117,3440003.74591942,0.599424205921408,-2.19417003852284,0.426191355357003,-2.21185940041972,-2912867.16334476,-4051193.90482266,3409411.8344007,-3811596.82694811,-5108026.69264567,2893645.9399254
8,255163.4465237,-7.36405586727222e+21,23521252.6845876,-13407470.2313647,6918020.25112508,21879019.8186074,-2860405.00706583,-3990045.95810783,3441439.02164243,0.627368950823155,-2.21053413497757,0.806529477874773,-2.46637844221561,-2921849.90782444,-3926497.94437692,3548852.34451525,-3786561.51770804,-3032189.31046688,5060475.70459193
24,255163.4465237,-7.33591584828469e+21,24023626.6527122,14783903.8978061,-20698859.4106348,6738159.86214842,-2860405.00706583,-3990045.95810783,3441439.02164243,0.61216232181344,-2.14449363069589,0.572557936107033,-1.72669600370837,-2685430.21362565,-4155743.64557459,3474131.88885573,-916473.983660695,-5830910.39829498,3804649.5022522
27,255163.4465237,-7.3771872503801e+21,21450462.2573439,-18108841.9638024,-5042764.67848848,18752626.3028619,-2860405.00706583,-3990045.95810783,3441439.02164243,0.614794812561025,-2.19986082946279,0.664780234264307,-2.31535178846753,-2905767.05602573,-3993177.65470535,3486987.74437745,-3732200.34581073,-4050232.80060462,4316821.97009081
32,255163.4465237,-7.35843036647882e+21,22421594.894021,-16691309.590715,-20254062.4036837,-4494671.16957665,-2860405.00706583,-3990045.95810783,3441439.02164243,0.599458498401005,-2.19412771925074,0.426286186880614,-2.21182145820935,-2913711.53666962,-4052730.09195383,3410851.97722399,-3812442.42016288,-5109564.35618274,2895164.28083962
8,255164.4465237,-7.39970176856258e+21,23520773.9166527,-13408980.0460003,6915696.01414415,21878854.4679464,-2859625.60900052,-3988647.82552325,3440036.55226355,0.62732647195079,-2.2105682767112,0.806479424313338,-2.46640605904373,-2921055.59665438,-3925150.69767107,3547407.70598452,-3785745.17716575,-3031364.01557762,5058765.94348173
10,255164.4465237,-7.3743744999834e+21,20751355.3330606,-15548310.0090275,-11912261.4644771,18138859.579762,-2859625.60900052,-3988647.82552325,3440036.55226355,0.613061046667219,-2.19571551528336,0.640144324851558,-2.24376746005897,-2891710.20347714,-4008683.46691683,3477203.98123041,-3496238.17437431,-4386188.80350789,4177501.14201182
24,255164.4465237,-7.34060898020246e+21,24023345.8676187,14783880.338837,-20697889.1448909,6741140.6107387,-2859625.60900052,-3988647.82552325,3440036.55226355,0.612129313720943,-2.14453667533076,0.572571640822248,-1.72667957849451,-2684735.82881046,-4154276.78555685,3472758.47073475,-916114.232243041,-5829245.75981064,3803667.98200743
27,255164.4465237,-7.36312036964729e+21,21450285.7366669,-18110030.3107908,-5044847.00339685,18750964.1797422,-2859625.60900052,-3988647.82552325,3440036.55226355,0.614755037043219,-2.19989820350287,0.664731390328552,-2.31539232881478,-2904984.95663259,-3991789.28351172,3485575.91350705,-3731389.73043241,-4049023.7018597,4315260.36648201
32,255164.4465237,-7.35561761608211e+21,22420980.1137377,-16691388.5914265,-20254699.0869837,-4491582.28144219,-2859625.60900052,-3988647.82552325,3440036.55226355,0.599421547684242,-2.1941635583637,0.426273633038027,-2.21184476573441,-2912914.68247411,-4051315.38293429,3409478.72537403,-3811452.46760096,-5107989.19174683,2894225.59181735
8,255165.4465237,-7.35843036646716e+21,23520239.658021,-13410489.9862562,6913371.88731347,21878688.6527364,-2859659.08314177,-3988685.39142547,3440049.18853975,0.627317939116784,-2.21056480485909,0.806433330867639,-2.46635647552248,-2921083.31998269,-3925216.40452844,3547394.22779528,-3785799.01559498,-3031715.20732822,5058571.98211988
10,255165.4465237,-7.36781037280411e+21,20751291.9433127,-15546042.2058007,-11912483.4766473,18140642.1908382,-2859659.08314177,-3988685.39142547,3440049.18853975,0.613058882780396,-2.19571554668798,0.640157174196198,-2.24375078994651,-2891737.80638157,-4008721.46658782,3477221.03254148,-3496155.65156094,-4386235.28735145,4177601.95745919
24,255165.4465237,-7.3293517211054e+21,24023056.3409643,14783856.6765828,-20696918.5329618,6744121.21181933,-2859659.08314177,-3988685.39142547,3440049.18853975,0.612131042439045,-2.14454791273414,0.57262184971473,-1.72670902408792,-2684800.6095474,-4154274.61884335,3472794.64576633,-916261.470980604,-5829063.51293432,3803986.04601731
27,255165.4465237,-7.35467586093528e+21,21450115.4612958,-18111218.6722067,-5046929.0744274,18749301.6573496,-2859659.08314177,-3988685.39142547,3440049.18853975,0.614750445435781,-2.19989865726473,0.664704284382867,-2.31538199899412,-2905019.36455862,-3991832.75684658,3485581.05668816,-3731452.34526346,-4049175.57979843,4315140.22906505
32,255165.4465237,-7.35561761608211e+21,22420368.3497377,-16691467.4213253,-20255335.4388254,-4488493.29847515,-2859659.08314177,-3988685.39142547,3440049.18853975,0.599422043064382,-2.19416414163741,0.426315652370047,-2.21184031477547,-2912939.29490458,-4051344.62859872,3409508.39355834,-3811381.18873187,-5107941.09939185,2894511.76020712
8,255166.4465237,-7.4128300229095e+21,23519773.1921484,-13412000.052093,6911047.87068862,21878522.372982,-2860532.03598873,-3990265.63192421,3441519.1236834,0.627339645573682,-2.21051563792208,0.806389277560249,-2.46622179344059,-2921961.43432463,-3926799.47455972,3548857.17512731,-3786763.06457016,-3033324.39843871,5059959.74801104
24,255166.4465237,-7.3171589643834e+21,24022765.7043893,14783832.9110943,-20695947.5748478,6747101.66532492,-2860532.03598873,-3990265.63192421,3441519.1236834,0.61216334843319,-2.14452063141135,0.572705621464414,-1.72678646420848,-2685652.52972792,-4155841.52080944,3474281.91477961,-916942.944434107,-5830455.47659273,3805640.71085506
27,255166.4465237,-7.38563175908046e+21,21449967.523715,-18112407.0479954,-5049010.89154488,18747638.7357213,-2860532.03598873,-3990265.63192421,3441519.1236834,0.614777051557661,-2.19985391741723,0.66469582810029,-2.31531292704831,-2905897.38634839,-3993414.77585612,3487045.81979783,-3732422.71722219,-4050790.00187457,4316510.75881513
32,255166.4465237,-7.34717623613105e+21,22419749.7526272,-16691546.0803626,-20255971.459224,-4485404.22074091,-2860532.03598873,-3990265.63192421,3441519.1236834,0.59945616785526,-2.19412132242935,0.426411211918966,-2.21180192492806,-2913812.05079253,-4052924.59854027,3410982.92497921,-3812256.55787199,-5109523.48618672,2896060.3955111
8,255167.4465237,-7.37812587676599e+21,23519244.6795252,-13413510.2434712,6908723.96432532,21878355.628688,-2836602.87242292,-3949903.04727047,3377529.57764201,0.623243758158287,-2.21148696264972,0.804442216290719,-2.46885277316923,-2898068.04596924,-3886800.72725116,3485042.71395732,-3763417.07564598,-2998402.82241306,4998686.66580975
10,255167.4465237,-7.48599282075173e+21,20751236.62212,-15541505.9676577,-11912927.9347683,18144206.2728108,-2836602.87242292,-3949903.04727047,3377529.57764201,0.608832779384291,-2.19651745777232,0.636896921713164,-2.2446290712864,-2868633.18536598,-3969978.61787562,3414757.82504617,-3472096.10938402,-4348209.78159384,4116151.75380726
24,255167.4465237,-7.32560034432281e+21,24022489.6124998,14783809.0424216,-20694976.2705494,6750081.97119006,-2836602.87242292,-3949903.04727047,3377529.57764201,0.607949111805428,-2.1453766519432,0.569206157471164,-1.72574812815131,-2663729.96231245,-4114188.05673058,3410617.5071178,-903890.345496531,-5786603.17320032,3747451.36438722
27,255167.4465237,-7.37906450314022e+21,21449799.9047065,-18113595.4381024,-5051092.45471458,18745975.414894,-2836602.87242292,-3949903.04727047,3377529.57764201,0.61053512286396,-2.20072770909785,0.661533569527125,-2.31664453828675,-2881897.54612709,-3953167.95786608,3423095.40066286,-3707177.09611732,-4012655.39262932,4253315.35462881
32,255167.4465237,-7.34248310422493e+21,22419134.0997207,-16691624.568489,-20256607.1481951,-4482315.04830502,-2836602.87242292,-3949903.04727047,3377529.57764201,0.595185269486483,-2.19493753081901,0.42259972790698,-2.21239922489593,-2889338.40970421,-4011970.2761001,3347613.12291611,-3781577.07079096,-5062092.90693495,2841453.16162236
8,255168.4465237,-7.36124311687552e+21,23518725.5033043,-13415020.5603515,6906400.16827915,21878188.4198589,-2836638.51342363,-3949915.18855522,3377497.1724607,0.623230903755532,-2.21148690335795,0.80439281704077,-2.46880645097945,-2898097.81069739,-3886841.12771553,3484984.26057113,-3763471.32270435,-2998731.04565177,4998448.99348528
10,255168.4465237,-7.46535868409033e+21,20751157.5294345,-15539237.532854,-11913150.3807731,18145987.7436316,-2836638.51342363,-3949915.18855522,3377497.1724607,0.608826292905808,-2.19652087059109,0.636906384537984,-2.2446152462829,-2868662.92081918,-3969991.22870984,3414729.88034553,-3472015.01823766,-4348231.51230156,4116208.35323057
24,255168.4465237,-7.29839895174447e+21,24022187.2258057,14783785.0706153,-20694004.6200667,6753062.12934935,-2836638.51342363,-3949915.18855522,3377497.1724607,0.607946613726341,-2.14539061700209,0.569253331249017,-1.72577780713214,-2663794.97337836,-4114162.52792103,3410609.0096432,-904034.948190747,-5786402.64741685,3747728.27611405
27,255168.4465237,-7.36593624878164e+21,21449621.3072108,-18114783.842473,-5053173.76390133,18744311.6949046,-2836638.51342363,-3949915.18855522,3377497.1724607,0.61052618524908,-2.20073154782173,0.661502755293278,-2.31663708802138,-2881933.97115146,-3953186.04382503,3423055.50972101,-3707239.22078308,-4012782.61620499,4253150.55217191
32,255168.4465237,-7.35373723454939e+21,22418530.3261145,-16691702.8856556,-20257242.5057543,-4479225.78123248,-2836638.51342363,-3949915.18855522,3377497.1724607,0.595181428808656,-2.19494145904695,0.422638208260513,-2.21239721343722,-2889364.91144201,-4011973.84145227,3347597.87423681,-3781503.04832792,-5062015.05522767,2841697.50527248
8,255169.4465237,-7.40814314850198e+21,23518254.2287631,-13416531.0026943,6904076.48260559,21878020.7464992,-2836675.96931954,-3949969.57525725,3377487.76231188,0.623217951111661,-2.21148217701213,0.804343842049389,-2.46875585900712,-2898130.10410643,-3886922.77477475,3484949.93868888,-3763533.17450187,-2999091.63199851,4998242.70101521
10,255169.4465237,-7.45410455375422e+21,20751085.2310407,-15536968.8876369,-11913372.9714432,18147768.8342918,-2836675.96931954,-3949969.57525725,3377487.76231188,0.60881959036763,-2.19651955354976,0.636915671436949,-2.24459729656809,-2868694.57148622,-3970046.04490052,3414724.99428561,-3471937.57782369,-4348294.59682682,4116289.03029771
24,255169.4465237,-7.30684033168388e+21,24021910.6099162,14783760.9957257,-20693032.6234004,6756042.1397372,-2836675.96931954,-3949969.57525725,3377487.76231188,0.607943788504342,-2.1454006804447,0.569300266386411,-1.72580773404999,-2663863.33399016,-4114177.35594825,3410622.97267725,-904186.14581811,-5786234.98791222,3748024.65452816
27,255169.4465237,-7.35467898969623e+21,21449449.1765564,-18115972.2610526,-5055254.8190705,18742647.5757898,-2836675.96931954,-3949969.57525725,3377487.76231188,0.610517041760551,-2.2007306512075,0.661471906899707,-2.31662541058185,-2881972.44563788,-3953246.26587935,3423038.78667386,-3707306.94243576,-4012949.93436664,4253011.33257816
32,255169.4465237,-7.35843036646716e+21,22417920.930021,-16691781.0318132,-20257877.5319168,-4476136.41958913,-2836675.96931954,-3949969.57525725,3377487.76231188,0.595177417941958,-2.19494071423596,0.422677145654984,-2.21239172918889,-2889393.40350709,-4012019.70483506,3347605.4255071,-3781433.31190617,-5061979.60439724,2841961.75379012
8,255170.4465237,-7.37156174957504e+21,23517724.9567773,-13418041.57046,6901752.90736065,21877852.6086138,-2837521.13932798,-3950251.44384266,3378389.61056335,0.623261232078669,-2.21157972763396,0.804295586586971,-2.46875007325511,-2898956.48949044,-3887239.73363235,3485805.97013662,-3764274.86931223,-2999718.28474672,4998767.96980769
10,255170.4465237,-7.38938313583974e+21,20750976.3221796,-15534700.0320628,-11913595.7068057,18149549.5447536,-2837521.13932798,-3950251.44384266,3378389.61056335,0.608874969023163,-2.19662445788591,0.636970375502518,-2.24466380457914,-2869532.38203732,-3970328.07252792,3415629.6297634,-3472640.8421199,-4348582.19780382,4117250.95815473
