Svid,time,A,P,X,Y,Z,x,y,z,lat_bot,long_bot,lat_top,long_top,x_bot_ECEF,y_bot_ECEF,z_bot_ECEF,x_top_ECEF,y_top_ECEF,z_top_ECEF
24,255165.0002906,-5.62862955435931e+18,24020239.5038272,14783867.2482218,-20697351.6949047,6742791.18718892,-2707290.0737178,-3974330.81361776,3504851.97380687,0.629763204131066,-2.12419027882576,0.584473173293301,-1.71575298685227,-2548858.84802647,-4125804.42092222,3534180.54645922,-840695.189718324,-5758952.87421021,3850393.47567303
32,255165.0002906,1.87725277177059e+18,22417677.3076374,-16691432.2659231,-20255051.5185226,-4489871.7166332,-2707290.0737178,-3974330.81361776,3504851.97380687,0.617278367509467,-2.17072232556583,0.437062833829409,-2.19534888896696,-2762605.45927216,-4038730.49795425,3473228.20902681,-3686178.32478099,-5113979.28099074,2945222.28873184
10,255166.0002906,-1.03186327111778e+19,20748292.7164731,-15544786.2808394,-11912606.4818389,18141629.1783491,-2707299.04255774,-3974349.61383407,3504829.96886727,0.631374566731405,-2.17199395903739,0.655838049612241,-2.22472231532584,-2739760.02213462,-3994422.35776638,3541840.70402057,-3351150.50999266,-4372485.03071682,4238924.14747513
24,255166.0002906,-2.81275038504791e+18,24019967.6562833,14783843.5287938,-20696380.8912697,6745771.70655548,-2707299.04255774,-3974349.61383407,3504829.96886727,0.629762709799328,-2.12419907537363,0.584520644066619,-1.7157810670212,-2548897.5733807,-4125785.93717114,3534180.24891174,-840830.287786683,-5758746.98915238,3850668.81071264
32,255166.0002906,-0,22417076.681,-16691511.0012105,-20255687.6868202,-4486782.68117907,-2707299.04255774,-3974349.61383407,3504829.96886727,0.617277139965431,-2.17072108490877,0.437104660217422,-2.19534246126543,-2762604.53923234,-4038739.90563713,3473224.3189995,-3686073.3917455,-5113902.99899515,2945485.93906873
10,255167.0002905,0,20748203.118,-15542518.1506686,-11912828.7186491,18143411.1987259,-2699708.51424788,-3939390.77405864,3493509.18296293,0.633109964625633,-2.17478640111385,0.657276046036172,-2.22722586625055,-2732095.01019307,-3959497.87857644,3530452.73391969,-3342218.55247415,-4338292.10979482,4226425.83988088
24,255167.0002905,-1.87725277177059e+18,24019665.9883626,14783819.7061614,-20695409.7415473,6748752.07801272,-2699708.51424788,-3939390.77405864,3493509.18296293,0.631543756946343,-2.12651416301718,0.585828550973607,-1.71513935205245,-2540886.59678341,-4091603.93309258,3523080.09747668,-832691.688540558,-5728718.93195605,3841127.41998031
27,255167.0002905,-1.48202848456221e+20,21446993.6093058,-18113065.1372165,-5050163.62349907,18746717.6931899,-2699708.51424788,-3939390.77405864,3493509.18296293,0.63485512435265,-2.17907337187069,0.682457556377379,-2.30045544744681,-2745522.82815648,-3942692.41024667,3538847.47622993,-3579728.26826274,-4002809.92886327,4364385.34118434
32,255167.0002905,-1.87412401081814e+18,22416448.171102,-16691589.5656012,-20256323.5236197,-4483693.55130304,-2699708.51424788,-3939390.77405864,3493509.18296293,0.618945530003397,-2.17348062766607,0.437742516363752,-2.19744150614852,-2755009.74888071,-4003881.4971544,3461980.24425182,-3678272.31947135,-5080563.98317777,2935599.79007774
10,255168.0002905,9.38626385885293e+17,20748150.2758187,-15540249.8097763,-11913051.1001081,18145192.8391748,-2699717.80189974,-3939274.21714757,3493455.21366447,0.633112514463103,-2.17480061154536,0.657292663922493,-2.22722108804647,-2732097.9837114,-3959381.82211576,3530402.74262041,-3342104.10753185,-4338186.43282817,4226452.53796295
24,255168.0002905,9.38626385885293e+17,24019394.7408187,14783795.7803705,-20694438.2455436,6751732.30209129,-2699717.80189974,-3939274.21714757,3493455.21366447,0.631550220599821,-2.12653639300567,0.585881585493233,-1.71516693594607,-2540920.72048022,-4091455.93587903,3523049.08732514,-832808.119936644,-5728409.89632897,3841377.78736677
32,255168.0002905,-1.87725277177059e+18,22415847.9883626,-16691667.9590617,-20256959.029064,-4480604.3264525,-2699717.80189974,-3939274.21714757,3493455.21366447,0.618950742508572,-2.17349515417501,0.437787153588358,-2.19744688656571,-2755009.09249405,-4003755.99721596,3461944.52085206,-3678165.90137627,-5080359.44920897,2935834.3449147
10,255169.0002904,-2.15727630472885e+19,20748084.3978668,-15537981.2586726,-11913273.6261982,18146974.0993019,-2699735.63226088,-3939342.27244382,3493446.59540263,0.633105689827374,-2.17479458515515,0.657301782423122,-2.22719857444469,-2732109.94684891,-3959450.20382806,3530398.52193843,-3342006.2141485,-4338261.38332075,4226531.93357949
24,255169.0002904,7.50588231447438e+18,24019089.6038102,14783771.7514763,-20693466.403453,6754712.37812983,-2699735.63226088,-3939342.27244382,3493446.59540263,0.631546962919628,-2.12654181566393,0.585927348954627,-1.7151961725084,-2540969.48621451,-4091484.95527513,3523061.85441171,-832954.998710966,-5728243.87973526,3841664.35688664
32,255169.0002904,-4.6900031568185e+18,22415219.8576459,-16691746.1815274,-20257594.2030413,-4477515.0073107,-2699735.63226088,-3939342.27244382,3493446.59540263,0.618946909284608,-2.17348967774105,0.437828127609478,-2.19743728564508,-2755017.00314931,-4003814.44633549,3461953.93156097,-3678069.65554265,-5080329.195515,2936109.7561579
10,255170.0002904,-2.81587914600036e+18,20748019.5805439,-15535712.4969598,-11913496.2969908,18148754.9794256,-2699781.95711895,-3939465.22572889,3493465.98168359,0.633096576198909,-2.17478697012777,0.657308919203167,-2.2271743542451,-2732150.46648421,-3959573.42891742,3530422.38758666,-3341937.91636808,-4338390.06843936,4226640.80957845
24,255170.0002904,-6.56725592858908e+18,24018831.4570085,14783747.6195245,-20692494.2150817,6757692.30665876,-2699781.95711895,-3939465.22572889,3493465.98168359,0.631541407895133,-2.12654597561898,0.58597171812465,-1.71522745269786,-2541045.47917201,-4091569.34206622,3523102.54836063,-833121.733141844,-5728132.25136984,3841976.92829646
32,255170.0002904,-3.75137678258872e+18,22414619.5944646,-16691824.2329651,-20258229.0456941,-4474425.59332506,-2699781.95711895,-3939465.22572889,3493465.98168359,0.618940912921954,-2.17348263860885,0.437868682259601,-2.19742637486358,-2755053.41053692,-4003927.70922717,3461991.16626027,-3678001.90476618,-5080352.3081808,2936410.02618388
10,255171.0002904,-3.75137678258872e+18,20747968.3924646,-15533443.5249209,-11913719.1124907,18150535.47933,-2860308.17011272,-4059445.75241752,3487551.74107762,0.6139727635348,-2.18757372421286,0.64099930595665,-2.23657653950485,-2892530.64952791,-4079415.88250614,3524833.57216702,-3499419.36929101,-4455539.84636451,4227011.77666626
24,255171.0002904,-1.87412401081814e+18,24018557.354102,14783723.3845676,-20691521.6805274,6760672.08731481,-2860308.17011272,-4059445.75241752,3487551.74107762,0.612874827453156,-2.13782951374948,0.573469540200707,-1.72689852692156,-2688280.43545258,-4221607.00993631,3519464.37264871,-925871.779677972,-5882934.49557129,3846406.41034135
32,255171.0002904,1.87725276011507e+18,22414016.2426374,-16691902.1133174,-20258863.5569746,-4471336.08487001,-2860308.17011272,-4059445.75241752,3487551.74107762,0.600405990121209,-2.18612514244411,0.42817363806457,-2.20585534070964,-2913964.47926932,-4122287.45912517,3456677.16888548,-3817263.77868835,-5180222.12767735,2936906.43046924
10,255172.0002903,-6.56412717929215e+18,20747888.8817479,-15531174.3428393,-11913942.0727024,18152315.5987993,-2860330.0472372,-4059539.35063383,3487583.41653115,0.613969503462798,-2.18756548505425,0.641011189898247,-2.23655273894204,-2892546.76845101,-4079509.85116991,3524869.77072898,-3499327.34105128,-4455640.98102556,4227133.51756349
24,255172.0002903,-1.87725276011507e+18,24018257.2633626,14783699.0466587,-20690548.7998877,6763651.71973449,-2860330.0472372,-4059539.35063383,3487583.41653115,0.612875181581164,-2.13783345302619,0.57351782481003,-1.72692695789148,-2688336.36538358,-4221658.13500541,3519518.47209432,-926020.699100776,-5882791.67443361,3846737.75198914
32,255172.0002903,3.75137678258872e+18,22413385.9235354,-16691979.8225278,-20259497.7368348,-4468246.48231982,-2860330.0472372,-4059539.35063383,3487583.41653115,0.600405445629826,-2.18611752315296,0.428215351759237,-2.20584465584944,-2913977.55054221,-4122372.58710121,3456725.89644303,-3817182.80522837,-5180228.14141497,2937211.05282197
8,255173.0002903,-3.75200253011701e+19,23513492.1761671,-13421899.7768333,6895819.53998562,21877421.1158297,-2860365.10920121,-4059639.68872407,3487616.38796805,0.628334155639594,-2.202459749796,0.807617831805944,-2.45847303682668,-2922864.33875595,-3994809.36029547,3596440.40486739,-3795888.33045916,-3089223.28329267,5116554.78553249
10,255173.0002903,-1.4070009482111e+19,20747842.1409377,-15528904.9503171,-11914165.1776975,18154095.338152,-2860365.10920121,-4059639.68872407,3487616.38796805,0.613965184204544,-2.18755861515515,0.641022142591693,-2.23652999877247,-2892576.05363091,-4079610.55255053,3524907.27897591,-3499248.13464222,-4455748.717131,4227256.83286364
24,255173.0002903,-1.21927567219959e+19,24017995.2035751,14783674.6058435,-20689575.5729684,6766631.20444834,-2860365.10920121,-4059639.68872407,3487616.38796805,0.612874517621785,-2.13783854538868,0.573565463413631,-1.72695625235795,-2688404.1253131,-4221717.09179251,3519574.07017304,-926176.483548322,-5882659.43658915,3847071.09696962
32,255173.0002903,7.50275356517745e+18,22412783.3280708,-16692057.3605628,-20260131.5854171,-4465156.78512188,-2860365.10920121,-4059639.68872407,3487616.38796805,0.600403877219897,-2.18611125991081,0.428256552519397,-2.20583492294872,-2914003.71569606,-4122464.38103778,3456775.93381233,-3817113.72478663,-5180239.96758279,2937517.05195444
10,255174.0002902,-7.50275355352193e+18,20747757.6509292,-15526635.3478644,-11914388.4274582,18155874.6969944,-2860392.39886529,-4059722.73383646,3487641.08626441,0.613961507434144,-2.18755247186223,0.641033650196732,-2.236507965569,-2892597.54342194,-4079693.97906883,3524936.48520207,-3499160.74295985,-4455839.54753832,4227371.35450931
24,255174.0002902,-9.38000633694803e+18,24017694.2782918,14783650.062177,-20688601.9999648,6769610.5407951,-2860392.39886529,-4059722.73383646,3487641.08626441,0.612874503123079,-2.13784422617462,0.573613512027197,-1.72698502342686,-2688464.36688841,-4221758.75775327,3519621.43037045,-926326.507685776,-5882510.69573197,3847396.80505256
27,255174.0002902,-3.09558981335334e+19,21445738.8054192,-18121384.2199351,-5064728.2452949,18735064.5198813,-2860392.39886529,-4059722.73383646,3487641.08626441,0.615647545598085,-2.19173064811173,0.665454433479087,-2.30803321717209,-2906158.65592609,-4062736.64938823,3533366.65302701,-3738905.79802702,-4117576.82473694,4365373.40839509
32,255174.0002902,6.56725592858908e+18,22412156.2389915,-16692134.7273577,-20260765.1026103,-4462066.99395976,-2860392.39886529,-4059722.73383646,3487641.08626441,0.600402916133892,-2.18610571326743,0.428297873163165,-2.2058257594227,-2914022.10419421,-4122538.90750598,3456817.74588776,-3817036.77616521,-5180234.93832998,2937815.66619016
10,255175.0002902,1.87725277177059e+18,20747698.1106374,-15524365.5350837,-11914611.822056,18157653.6756445,-2860418.5178044,-4059830.58453468,3487670.74534224,0.613956658085838,-2.18754328244855,0.641044222641953,-2.23648328815371,-2892617.92784664,-4079802.18750443,3524970.71154085,-3499073.35164601,-4455954.63648046,4227491.86888515
